sampleid	sample_name_2	studyID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	log10(reads_per_file)_full	log10(reads_per_file)	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild	SampleID_2
wreathed_hornbill.1	13114.song.53.s002	13114	Rhyticeros-undulatus_Song53_24055_host_filtered_r1r2combined.fastq.gz	19176318	19175798	7.282753446	7	Chordata	Aves	Bucerotidae	Rhyticeros	Metazoa	Bucerotiformes	Rhyticeros_undulatus	Buceros_rhinoceros_silvestris	Rhyticeros_undulatus	Wreathed_hornbill	flighted	terrestrial,flight	omnivore	USA			omnivore_frugivore	omnivore	captive	Rhyticeros-undulatus_Song53_24055_filtered_r1r2interleaved
golden_pheasant.1	13114.song.53.s003	13114	Chrysolophus-pictus_Song53_24060_host_filtered_r1r2combined.fastq.gz	15226078	15089988	7.1786888939999995	7	Chordata	Aves	Phasianidae	Chrysolophus	Metazoa	Galliformes	Chrysolophus_pictus	Chrysolophus_pictus	Chrysolophus_pictus	Golden_pheasant	flighted	terrestrial,flight	omnivore	USA			omnivore	omnivore	captive	Chrysolophus-pictus_Song53_24060_filtered_r1r2interleaved
ostrich.2	13114.song.53.s004	13114	Struthio-camelus_Song53_24061_host_filtered_r1r2combined.fastq.gz	19930196	19920306	7.299296005	7	Chordata	Aves	Struthionidae	Struthio	Metazoa	Struthioniformes	Struthio_camelus	Struthio_camelus	Struthio_camelus	Ostrich	flightless	terrestrial,flightless	omnivore	USA			herbivore	herbivore	captive	Struthio-camelus_Song53_24061_filtered_r1r2interleaved
kori_bustard.1	13114.song.53.s005	13114	Ardeotis-kori_Song53_24073_host_filtered_r1r2combined.fastq.gz	26771716	26749058	7.427308492000001	7	Chordata	Aves	Otididae	Ardeotis	Metazoa	Otidiformes	Ardeotis_kori	Ardeotis_kori	Ardeotis_kori	Kori_bustard	flighted	terrestrial,flight	omnivore	USA			omnivore	omnivore	captive	Ardeotis-kori_Song53_24073_filtered_r1r2interleaved
cassowary.1	13114.song.53.s006	13114	Casuarius-casuarius_Song53_24086_host_filtered_r1r2combined.fastq.gz	21862620	21853728	7.339525533	7	Chordata	Aves	Casuariidae	Casuarius	Metazoa	Casuariiformes	Casuarius_casuarius	Casuarius_casuarius	Casuarius_casuarius	Cassowary	flightless	terrestrial,flightless	frugivore	USA			frugivore	herbivore	captive	Casuarius-casuarius_Song53_24086_filtered_r1r2interleaved
emu.1	13114.song.53.s007	13114	Dromaius-novaehollandiae_Song53_24100_host_filtered_r1r2combined.fastq.gz	6281348	6274536	6.797581615	7	Chordata	Aves	Casuariidae	Dromaius	Metazoa	Casuariiformes	Dromaius_novaehollandiae	Dromaius_novaehollandiae	Dromaius_novaehollandiae	Emu	flightless	terrestrial,flightless	omnivore	USA			carnivore	carnivore	captive	Dromaius-novaehollandiae_Song53_24100_filtered_r1r2interleaved
rhea.1	13114.song.53.s008	13114	Rhea-americana_Song53_24102_host_filtered_r1r2combined.fastq.gz	29867414	29834136	7.474713465	7	Chordata	Aves	Rheidae	Rhea	Metazoa	Rheiformes	Rhea_americana	Rhea_americana	Rhea_americana	Rhea	flightless	terrestrial,flightless	omnivore	USA			omnivore	omnivore	captive	Rhea-americana_Song53_24102_filtered_r1r2interleaved
white-faced_whistling_duck.1	13114.song.53.s009	13114	Dendrocygna-viduata_Song53_24326_host_filtered_r1r2combined.fastq.gz	16202210	7060682	6.848846652000001	7	Chordata	Aves	Anatidae	Dendrocygna	Metazoa	Anseriformes	Dendrocygna_viduata	Branta_canadensis	Dendrocygna_viduata	White-faced_whistling_duck	flighted	terrestrial,flight	omnivore	USA			herbivore	herbivore	captive	Dendrocygna-viduata_Song53_24326_filtered_r1r2interleaved
king_vulture.1	13114.song.53.s010	13114	Sarcorhamphus-papa_Song53_24450_host_filtered_r1r2combined.fastq.gz	18341590	18114500	7.258026351	7	Chordata	Aves	Cathartidae	Sarcorhamphus	Metazoa	Accipitriformes	Sarcoramphus_papa	Cathartes_aura	Sarcoramphus_papa	King_vulture	flighted	terrestrial,flight	carnivore	USA			scavenger	carnivore	captive	Sarcorhamphus-papa_Song53_24450_filtered_r1r2interleaved
lappet_faced_vulture.1	13114.song.53.s011	13114	Torgos-tracheliotus_Song53_24572_host_filtered_r1r2combined.fastq.gz	25691860	25688520	7.409739084	7	Chordata	Aves	Accipitridae	Torgos	Metazoa	Accipitriformes	Torgos_tracheliotus	Haliaeetus_leucocephalus	Torgos_tracheliotos	Lappet_faced_vulture	flighted	terrestrial,flight	carnivore	USA			carnivore	carnivore	captive	Torgos-tracheliotus_Song53_24572_filtered_r1r2interleaved
vulturine_guineafowl.1	13114.song.53.s012	13114	Acryllium-vulturinum_Song53_24613_host_filtered_r1r2combined.fastq.gz	13157850	13096968	7.117170766	7	Chordata	Aves	Numididae	Acryllium	Metazoa	Galliformes	Acryllium_vulturinum	Numida_meleagris	Acryllium_vulturinum	Vulturine_guineafowl	flighted	terrestrial,flight	omnivore	USA			omnivore	omnivore	captive	Acryllium-vulturinum_Song53_24613_host_filtered.fastq.gzinterleaved
brown_kiwi.1	13114.song.53.s013	13114	Apteryx-mantelli_Song53_24657_host_filtered_r1r2combined.fastq.gz	10088030	10050758	7.002198816	7	Chordata	Aves	Apterygidae	Apteryx	Metazoa	Apterygiformes	Apteryx_mantelli	Apteryx_mantelli	Apteryx_australis	Brown_kiwi	flightless	terrestrial,flightless	omnivore	USA			insectivore	carnivore	captive	Apteryx-mantelli_Song53_24657_filtered_r1r2interleaved
whooping_crane.1	13114.song.53.s014	13114	Grus-americana_Song53_25014_host_filtered_r1r2combined.fastq.gz	32197904	25151286	7.400560196	7	Chordata	Aves	Gruidae	Grus	Metazoa	Gruiformes	Grus_americana	Grus_americana	Grus_americana	Whooping_crane	flighted	terrestrial,flight	omnivore	USA			carnivore_omnivore	omnivore	captive	Grus-americana_Song53_25014_filtered_r1r2interleaved
cassowary.2	13114.song.53.s015	13114	Casuarius-casuarius_Song53_25069_host_filtered_r1r2combined.fastq.gz	64879340	62752652	7.797632084	8	Chordata	Aves	Casuariidae	Casuarius	Metazoa	Casuariiformes	Casuarius_casuarius	Casuarius_casuarius	Casuarius_casuarius	Cassowary	flightless	terrestrial,flightless	frugivore	USA			frugivore	herbivore	captive	Casuarius-casuarius_Song53_25069_filtered_r1r2interleaved
giant_otter.1	13114.song.75.s001	13114	Pteronura-brasiliensis_Song75_24084_host_filtered_r1r2combined.fastq.gz	74912	74786	4.873820305	5	Chordata	Mammalia	Mustelidae	Pteronura	Metazoa	Carnivora	Pteronura_brasiliensis	Pteronura_brasiliensis	Pteronura_brasiliensis	Giant_otter	flightless	terrestrial,flightless	carnivore	USA			carnivore	carnivore	captive	Pteronura-brasiliensis_Song75_24084_filtered_r1r2interleaved
asian_small-clawed_otter.1	13114.song.75.s002	13114	Aonyx-cinerea_Song75_24535_host_filtered_r1r2combined.fastq.gz	380550	380464	5.58031357	6	Chordata	Mammalia	Mustelidae	Aonyx	Metazoa	Carnivora	Aonyx_cinerea	Lontra_canadensis	Aonyx_cinerea	Asian_small-clawed_otter	flightless	terrestrial,flightless	carnivore	USA			carnivore	carnivore	captive	Aonyx-cinerea_Song75_24535_filtered_r1r2interleaved
florida_manatee.1	13114.song.75.s003	13114	Trichechus-manatus_Song75_ace_host_filtered_r1r2combined.fastq.gz	28571758	28490842	7.454705284	7	Chordata	Mammalia	Trichechidae	Trichechus	Metazoa	Sirenia	Trichechus_manatus_latirostris	Trichechus_manatus_latirostris	Trichechus_manatus	Florida_manatee	flightless	terrestrial,flightless	herbivore	USA			herbivore	herbivore	captive	Trichechus-manatus_Song75_ace_filtered_r1r2interleaved
florida_manatee.2	13114.song.75.s004	13114	Trichechus-manatus_Song75_myakka_host_filtered_r1r2combined.fastq.gz	27407422	27400100	7.4377521479999995	7	Chordata	Mammalia	Trichechidae	Trichechus	Metazoa	Sirenia	Trichechus_manatus_latirostris	Trichechus_manatus_latirostris	Trichechus_manatus	Florida_manatee	flightless	terrestrial,flightless	herbivore	USA			herbivore	herbivore	captive	Trichechus-manatus_Song75_myakka_filtered_r1r2interleaved
aesculapian_snake.1	13881.SAMEA6809441	13881	Zamenis-longissimus_SAMEA6809441.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2092004	2090538	6.320258066	6	Chordata	Reptilia	Colubridae	Zamenis	Metazoa	Squamata	Zamenis_longissimus	Pantherophis_guttatus	Zamenis_longissimus	Aesculapian_Snake			carnivore	Austria		feces	carnivore	carnivore	wild	Zamenis-longissimus_SAMEA6809441.ebi_filtered_r1r2interleaved_sampleCombined
african_buffalo.1	13881.SAMEA6809581	13881	Syncerus-caffer_SAMEA6809581.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11154316	11153206	7.047399724	7	Chordata	Mammalia	Bovidae	Syncerus	Metazoa	Artiodactyla	Syncerus_caffer	Syncerus_caffer	Syncerus_caffer	African_buffalo			herbivore	Tanzania		feces	herbivore	herbivore	wild	Syncerus-caffer_SAMEA6809581.ebi_filtered_r1r2interleaved_sampleCombined
african_savanna_elephant.1	13881.SAMEA6809543	13881	Loxodonta-africana_SAMEA6809543.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1202802	1202484	6.080079306	6	Chordata	Mammalia	Elephantidae	Loxodonta	Metazoa	Proboscidea	Loxodonta_africana	Loxodonta_africana	Loxodonta_africana	African_savanna_elephant			herbivore	Austria		feces	herbivore	herbivore	captive	Loxodonta-africana_SAMEA6809543.ebi_filtered_r1r2interleaved_sampleCombined
african_savanna_elephant.2	13881.SAMEA6809570	13881	Loxodonta-africana_SAMEA6809570.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9921296	9913138	6.996211152000001	7	Chordata	Mammalia	Elephantidae	Loxodonta	Metazoa	Proboscidea	Loxodonta_africana	Loxodonta_africana	Loxodonta_africana	African_savanna_elephant			herbivore	SouthAfrica		feces	herbivore	herbivore	wild	Loxodonta-africana_SAMEA6809570.ebi_filtered_r1r2interleaved_sampleCombined
agile_frog.1	13881.SAMEA6809420	13881	Rana-dalmatina_SAMEA6809420.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5853498	2831584	6.45202945	6	Chordata	Amphibia	Ranidae	Rana	Metazoa	Anura	Rana_dalmatina	Rana_temporaria	Rana_dalmatina	agile_frog			carnivore	Austria		feces	insectivore	carnivore	wild	Rana-dalmatina_SAMEA6809420.ebi_filtered_r1r2interleaved_sampleCombined
agile_frog.2	13881.SAMEA6809542	13881	Rana-dalmatina_SAMEA6809542.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2032114	2024264	6.306267152	6	Chordata	Amphibia	Ranidae	Rana	Metazoa	Anura	Rana_dalmatina	Rana_temporaria	Rana_dalmatina	agile_frog			carnivore	Austria		feces	insectivore	carnivore	wild	Rana-dalmatina_SAMEA6809542.ebi_filtered_r1r2interleaved_sampleCombined
alpine_ibex.1	13881.SAMEA6809380	13881	Capra-ibex_SAMEA6809380.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	13238592	13232282	7.121634748	7	Chordata	Mammalia	Bovidae	Capra	Metazoa	Artiodactyla	Capra_ibex	Capra_ibex	Capra_ibex	Alpine_ibex			herbivore	Austria		feces	herbivore	herbivore	wild	Capra-ibex_SAMEA6809380.ebi_filtered_r1r2interleaved_sampleCombined
alpine_ibex.2	13881.SAMEA6809381	13881	Capra-ibex_SAMEA6809381.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	17206392	17017500	7.230895759	7	Chordata	Mammalia	Bovidae	Capra	Metazoa	Artiodactyla	Capra_ibex	Capra_ibex	Capra_ibex	Alpine_ibex			herbivore	Austria		feces	herbivore	herbivore	wild	Capra-ibex_SAMEA6809381.ebi_filtered_r1r2interleaved_sampleCombined
alpine_ibex.3	13881.SAMEA6809436	13881	Capra-ibex_SAMEA6809436.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	8884332	8412152	6.9249071110000004	7	Chordata	Mammalia	Bovidae	Capra	Metazoa	Artiodactyla	Capra_ibex	Capra_ibex	Capra_ibex	Alpine_ibex			herbivore	Austria		feces	herbivore	herbivore	captive	Capra-ibex_SAMEA6809436.ebi_filtered_r1r2interleaved_sampleCombined
alpine_salamander.1	13881.SAMEA6809372	13881	Sorex-alpinus_SAMEA6809372.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7968140	6480010	6.811575676	7	Chordata	Mammalia	Soricidae	Sorex	Metazoa	Eulipotyphla	Sorex_alpinus	Sorex_araneus	Sorex_alpinus	alpine_shrew			carnivore	Austria		gut	insectivore	carnivore	wild	Sorex-alpinus_SAMEA6809372.ebi_filtered_r1r2interleaved_sampleCombined
alpine_shrew.1	13881.SAMEA6809519	13881	Salamandra-atra_SAMEA6809519.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	606002	605706	5.782261876000001	6	Chordata	Amphibia	Salamandridae	Salamandra	Metazoa	Caudata	Salamandra_atra	Ambystoma_mexicanum	Salamandra_atra	Alpine_Salamander			carnivore	Austria		feces	insectivore	carnivore	wild	Salamandra-atra_SAMEA6809519.ebi_filtered_r1r2interleaved_sampleCombined
arabian_camel.1	13881.SAMEA6809609	13881	Camelus-dromedarius_SAMEA6809609.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6869210	6776790	6.831024028	7	Chordata	Mammalia	Camelidae	Camelus	Metazoa	Artiodactyla	Camelus_dromedarius	Camelus_dromedarius	Camelus_dromedarius	Arabian_camel			herbivore	Austria		feces	herbivore	herbivore	captive	Camelus-dromedarius_SAMEA6809609.ebi_filtered_r1r2interleaved_sampleCombined
arctic_wolf.1	13881.SAMEA6809554	13881	Canis-lupus_SAMEA6809554.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1433876	1433188	6.156303163	6	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis_lupus_arctos	Canis_lupus	Canis_lupus	Arctic_Wolf			carnivore	Austria		feces	carnivore	carnivore	captive	Canis-lupus_SAMEA6809554.ebi_filtered_r1r2interleaved_sampleCombined
arctic_wolf.2	13881.SAMEA6809618	13881	Canis-lupus_SAMEA6809618.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2905956	2904720	6.463104275	6	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis_lupus_arctos	Canis_lupus	Canis_lupus	Arctic_Wolf			carnivore	Austria		feces	carnivore	carnivore	wild	Canis-lupus_SAMEA6809618.ebi_filtered_r1r2interleaved_sampleCombined
asp.1	13881.SAMEA6809497	13881	Aspius-aspius_SAMEA6809497.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	509954	492744	5.692621345	6	Chordata	Actinopterygii	Leuciscidae	Leuciscus	Metazoa	Cypriniformes	Aspius_aspius	Leuciscus_waleckii		Asp			carnivore	Austria		feces	carnivore	carnivore	wild	Aspius-aspius_SAMEA6809497.ebi_filtered_r1r2interleaved_sampleCombined
asp.2	13881.SAMEA6809639	13881	Aspius-aspius_SAMEA6809639.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2067480	2045956	6.31089629	6	Chordata	Actinopterygii	Leuciscidae	Leuciscus	Metazoa	Cypriniformes	Aspius_aspius	Leuciscus_waleckii		Asp			carnivore	Austria		feces	carnivore	carnivore	wild	Aspius-aspius_SAMEA6809639.ebi_filtered_r1r2interleaved_sampleCombined
australian_echidna.1	13881.SAMEA6809481	13881	Tachyglossus-aculeatus_SAMEA6809481.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	21110446	21108682	7.324461117	7	Chordata	Mammalia	Tachyglossidae	Tachyglossus	Metazoa	Monotremata	Tachyglossus_aculeatus	Tachyglossus_aculeatus	Tachyglossus_aculeatus	Australian_echidna			carnivore	Australia		feces	insectivore	carnivore	wild	Tachyglossus-aculeatus_SAMEA6809481.ebi_filtered_r1r2interleaved_sampleCombined
australian_echidna.2	13881.SAMEA6809482	13881	Tachyglossus-aculeatus_SAMEA6809482.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3349298	3349022	6.524918	7	Chordata	Mammalia	Tachyglossidae	Tachyglossus	Metazoa	Monotremata	Tachyglossus_aculeatus	Tachyglossus_aculeatus	Tachyglossus_aculeatus	Australian_echidna			carnivore	Australia		feces	insectivore	carnivore	wild	Tachyglossus-aculeatus_SAMEA6809482.ebi_filtered_r1r2interleaved_sampleCombined
bank_vole.111	13881.SAMEA6809394	13881	Myodes-glareolus_SAMEA6809394.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	14000752	1714712	6.234191187	6	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	Bank_vole			omnivore	Austria		gut	herbivore	herbivore	wild	Myodes-glareolus_SAMEA6809394.ebi_filtered_r1r2interleaved_sampleCombined
barnacle_goose.1	13881.SAMEA6809473	13881	Branta-leucopsis_SAMEA6809473.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2388514	2387928	6.378021228	6	Chordata	Aves	Anatidae	Branta	Metazoa	Anseriformes	Branta_leucopsis	Branta_canadensis	Branta_leucopsis	barnacle_goose			herbivore	Germany		feces	herbivore	herbivore	wild	Branta-leucopsis_SAMEA6809473.ebi_filtered_r1r2interleaved_sampleCombined
barnacle_goose.2	13881.SAMEA6809474	13881	Branta-leucopsis_SAMEA6809474.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	63437168	63415560	7.802195832000001	8	Chordata	Aves	Anatidae	Branta	Metazoa	Anseriformes	Branta_leucopsis	Branta_canadensis	Branta_leucopsis	barnacle_goose			herbivore	Germany		feces	herbivore	herbivore	wild	Branta-leucopsis_SAMEA6809474.ebi_filtered_r1r2interleaved_sampleCombined
beach_marten.1	13881.SAMEA6809442	13881	Martes-foina_SAMEA6809442.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	19218818	1901878	6.279182655	6	Chordata	Mammalia	Mustelidae	Martes	Metazoa	Carnivora	Martes_foina	Martes_zibellina	Martes_foina	beach_marten			omnivore	Austria		gut	carnivore	carnivore	wild	Martes-foina_SAMEA6809442.ebi_filtered_r1r2interleaved_sampleCombined
beach_marten.2	13881.SAMEA6809494	13881	Martes-foina_SAMEA6809494.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	8451798	951860	5.978573077	6	Chordata	Mammalia	Mustelidae	Martes	Metazoa	Carnivora	Martes_foina	Martes_zibellina	Martes_foina	beach_marten			omnivore	Austria		feces	carnivore	carnivore	wild	Martes-foina_SAMEA6809494.ebi_filtered_r1r2interleaved_sampleCombined
black_howler_monkey.5	13881.SAMEA6809472	13881	Lyrurus-tetrix_SAMEA6809472.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2258886	2249806	6.352145071	6	Chordata	Aves	Phasianidae	Lyrurus	Metazoa	Galliformes	Lyrurus_tetrix	Lyrurus_tetrix_tetrix	Lyrurus_tetrix	Black_Grouse			omnivore	Austria		feces	herbivore	herbivore	wild	Lyrurus-tetrix_SAMEA6809472.ebi_filtered_r1r2interleaved_sampleCombined
black-bellied_hamster.1	13881.SAMEA6809455	13881	Cricetus-cricetus_SAMEA6809455.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3761378	3739428	6.572805176	7	Chordata	Mammalia	Cricetidae	Cricetus	Metazoa	Rodentia	Cricetus_cricetus	Cricetulus_griseus	Cricetus_cricetus	black-bellied_hamster			omnivore	Austria		gut	omnivore	omnivore	wild	Cricetus-cricetus_SAMEA6809455.ebi_filtered_r1r2interleaved_sampleCombined
black-bellied_hamster.2	13881.SAMEA6809607	13881	Cricetus-cricetus_SAMEA6809607.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11645818	8109972	6.909019355	7	Chordata	Mammalia	Cricetidae	Cricetus	Metazoa	Rodentia	Cricetus_cricetus	Cricetulus_griseus	Cricetus_cricetus	black-bellied_hamster			omnivore	Austria		feces	omnivore	omnivore	wild	Cricetus-cricetus_SAMEA6809607.ebi_filtered_r1r2interleaved_sampleCombined
blackbird.1	13881.SAMEA6809405	13881	Turdus-merula_SAMEA6809405.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2250372	1070842	6.029725397000001	6	Chordata	Aves	Turdidae	Turdus	Metazoa	Passeriformes	Turdus_merula	Turdus_rufiventris	Turdus_merula	blackbird			omnivore	Hungary		feces	omnivore	omnivore	wild	Turdus-merula_SAMEA6809405.ebi_filtered_r1r2interleaved_sampleCombined
blackcap.1	13881.SAMEA6809358	13881	Sylvia-atricapilla_SAMEA6809358.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7909124	7907232	6.898024481	7	Chordata	Aves	Sylviidae	Sylvia	Metazoa	Passeriformes	Sylvia_atricapilla	Sylvia_atricapilla	Sylvia_atricapilla	blackcap			omnivore	Austria		feces	omnivore	omnivore	wild	Sylvia-atricapilla_SAMEA6809358.ebi_filtered_r1r2interleaved_sampleCombined
bleak.1	13881.SAMEA6809501	13881	Alburnus-alburnus_SAMEA6809501.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4021850	4021410	6.604378354	7	Chordata	Actinopterygii	Leuciscidae	Alburnus	Metazoa	Cypriniformes	Alburnus_alburnus	Culter_alburnus_(topmouth_culter)	Alburnus_alburnus	bleak			omnivore	Austria		feces	carnivore	carnivore	wild	Alburnus-alburnus_SAMEA6809501.ebi_filtered_r1r2interleaved_sampleCombined
brindled_gnu.1	13881.SAMEA6809565	13881	Connochaetes-taurinus_SAMEA6809565.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6143726	6142550	6.788348700000001	7	Chordata	Mammalia	Bovidae	Connochaetes	Metazoa	Artiodactyla	Connochaetes_taurinus	Connochaetes_taurinus	Connochaetes_taurinus	brindled_gnu			herbivore	SouthAfrica		feces	herbivore	herbivore	wild	Connochaetes-taurinus_SAMEA6809565.ebi_filtered_r1r2interleaved_sampleCombined
brindled_gnu.2	13881.SAMEA6809566	13881	Connochaetes-taurinus_SAMEA6809566.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	14242190	14237738	7.153440997000001	7	Chordata	Mammalia	Bovidae	Connochaetes	Metazoa	Artiodactyla	Connochaetes_taurinus	Connochaetes_taurinus	Connochaetes_taurinus	brindled_gnu			herbivore	SouthAfrica		feces	herbivore	herbivore	wild	Connochaetes-taurinus_SAMEA6809566.ebi_filtered_r1r2interleaved_sampleCombined
brindled_gnu.3	13881.SAMEA6809595	13881	Connochaetes-taurinus_SAMEA6809595.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2831174	2830836	6.45191471	6	Chordata	Mammalia	Bovidae	Connochaetes	Metazoa	Artiodactyla	Connochaetes_taurinus	Connochaetes_taurinus	Connochaetes_taurinus	brindled_gnu			herbivore	Austria		feces	herbivore	herbivore	captive	Connochaetes-taurinus_SAMEA6809595.ebi_filtered_r1r2interleaved_sampleCombined
brook_trout.1	13881.SAMEA6809414	13881	Salvelinus-fontinalis_SAMEA6809414.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	576504	154434	5.18874292	5	Chordata	Actinopterygii	Salmonidae	Salvelinus	Metazoa	Salmoniformes	Salvelinus_fontinalis	Salvelinus_namaycush	Salvelinus_fontinalis	brook_trout			carnivore	Austria		feces	carnivore	carnivore	wild	Salvelinus-fontinalis_SAMEA6809414.ebi_filtered_r1r2interleaved_sampleCombined
brown_bear.1	13881.SAMEA6809439	13881	Ursus-arctos_SAMEA6809439.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11341538	11149182	7.047243005	7	Chordata	Mammalia	Ursidae	Ursus	Metazoa	Carnivora	Ursus_arctos	Ursus_arctos	Ursus_arctos	brown_bear			omnivore	Austria		feces	carnivore	carnivore	wild	Ursus-arctos_SAMEA6809439.ebi_filtered_r1r2interleaved_sampleCombined
brown_bear.2	13881.SAMEA6809521	13881	Ursus-arctos_SAMEA6809521.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	19195250	19194902	7.283185898999999	7	Chordata	Mammalia	Ursidae	Ursus	Metazoa	Carnivora	Ursus_arctos	Ursus_arctos	Ursus_arctos	brown_bear			omnivore	Austria		feces	carnivore	carnivore	captive	Ursus-arctos_SAMEA6809521.ebi_filtered_r1r2interleaved_sampleCombined
brown_woolly_monkey.5	13881.SAMEA6809440	13881	Salmo-trutta_SAMEA6809440.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2171866	1924080	6.284223125	6	Chordata	Actinopterygii	Salmonidae	Salmo	Metazoa	Salmoniformes	Salmo_trutta_fario	Salmo_trutta_fario	Salmo_trutta	Brown_Trout			carnivore	Austria		gut	carnivore	carnivore	wild	Salmo-trutta_SAMEA6809440.ebi_filtered_r1r2interleaved_sampleCombined
brown-throated_sloth.1	13881.SAMEA6809531	13881	Bradypus-variegatus_SAMEA6809531.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4687274	4681548	6.670389481	7	Chordata	Mammalia	Bradypodidae	Bradypus	Metazoa	Pilosa	Bradypus_variegatus	Bradypus_variegatus	Bradypus_variegatus	Brown-throated_sloth			herbivore	Nicaragua		feces	herbivore	herbivore	wild	Bradypus-variegatus_SAMEA6809531.ebi_filtered_r1r2interleaved_sampleCombined
carrion_crow.1	13881.SAMEA6809438	13881	Corvus-corone_SAMEA6809438.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	388718	338128	5.529081136	6	Chordata	Aves	Corvidae	Corvus	Metazoa	Passeriformes	Corvus_corone	Corvus_brachyrhynchos	Corvus_corone	carrion_crow			omnivore	Austria		gut	scavenger	carnivore	wild	Corvus-corone_SAMEA6809438.ebi_filtered_r1r2interleaved_sampleCombined
cattle.2	13881.SAMEA6809392	13881	Bos-taurus_SAMEA6809392.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	22141578	22139936	7.345176361	7	Chordata	Mammalia	Bovidae	Bos	Metazoa	Artiodactyla	Bos_taurus	Bos_taurus	Bos_taurus	cattle			herbivore	Austria		feces	herbivore	herbivore	captive	Bos-taurus_SAMEA6809392.ebi_filtered_r1r2interleaved_sampleCombined
cattle.3	13881.SAMEA6809583	13881	Bos-taurus_SAMEA6809583.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9742656	9740686	6.988589544	7	Chordata	Mammalia	Bovidae	Bos	Metazoa	Artiodactyla	Bos_taurus	Bos_taurus	Bos_taurus	cattle			herbivore	Tanzania		feces	herbivore	herbivore	wild	Bos-taurus_SAMEA6809583.ebi_filtered_r1r2interleaved_sampleCombined
central_bearded_dragon.1	13881.SAMEA6809486	13881	Pogona-vitticeps_SAMEA6809486.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	36785688	5988190	6.777295572000001	7	Chordata	Reptilia	Agamidae	Pogona	Metazoa	Squamata	Pogona_vitticeps	Pogona_vitticeps	Pogona_vitticeps	central_bearded_dragon			omnivore	Australia		feces	insectivore	carnivore	wild	Pogona-vitticeps_SAMEA6809486.ebi_filtered_r1r2interleaved_sampleCombined
chacma_baboon.1	13881.SAMEA6809567	13881	Papio-ursinus_SAMEA6809567.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6095010	6094488	6.784937226	7	Chordata	Mammalia	Cercopithecidae	Papio	Metazoa	Primates	Papio_ursinus	Papio_anubis	Papio_ursinus	Chacma_baboon			omnivore	SouthAfrica		feces	omnivore_scavenger	omnivore	wild	Papio-ursinus_SAMEA6809567.ebi_filtered_r1r2interleaved_sampleCombined
