sampleid	sample_name_2	studyID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	log10(reads_per_file)_full	log10(reads_per_file)	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild	SampleID_2
chamois.1	13881.SAMEA6809564	13881	Rupicapra-rupicapra_SAMEA6809564.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5416568	5122552	6.709486376	7	Chordata	Mammalia	Bovidae	Rupicapra	Metazoa	Artiodactyla	Rupicapra_rupicapra	Ammotragus_lervia	Rupicapra_rupicapra	chamois			herbivore	Austria		feces	herbivore	herbivore	wild	Rupicapra-rupicapra_SAMEA6809564.ebi_filtered_r1r2interleaved_sampleCombined
chestnut-rumped_thornbill.1	13881.SAMEA6809490	13881	Acanthiza-uropygialis_SAMEA6809490.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1201754	1199780	6.079101617999999	6	Chordata	Aves	Acanthizidae	Acanthiza	Metazoa	Passeriformes	Acanthiza_uropygialis	Origma_solitaria	Acanthiza_uropygialis	chestnut-rumped_thornbill			carnivore	Australia		feces	insectivore	carnivore	wild	Acanthiza-uropygialis_SAMEA6809490.ebi_filtered_r1r2interleaved_sampleCombined
chicken.3	13881.SAMEA6809496	13881	Gallus-gallus_SAMEA6809496.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4134110	4115152	6.6143858810000005	7	Chordata	Aves	Phasianidae	Gallus	Metazoa	Galliformes	Gallus_gallus	Gallus_gallus	Gallus_gallus	chicken			omnivore	Austria		feces	insectivore	carnivore	wild	Gallus-gallus_SAMEA6809496.ebi_filtered_r1r2interleaved_sampleCombined
chinkara.1	13881.SAMEA6809614	13881	Gazella-bennettii_SAMEA6809614.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2064724	2064676	6.31485191	6	Chordata	Mammalia	Bovidae	Gazella	Metazoa	Artiodactyla	Gazella_bennettii	Nanger_granti	Gazella_bennettii	chinkara			herbivore	Iran		feces	herbivore	herbivore	wild	Gazella-bennettii_SAMEA6809614.ebi_filtered_r1r2interleaved_sampleCombined
common_bream.1	13881.SAMEA6809635	13881	Abramis-brama_SAMEA6809635.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	89148438	89093932	7.949848126	8	Chordata	Actinopterygii	Leuciscidae	Abramis	Metazoa	Cypriniformes	Abramis_brama	Pimephales_promelas	Abramis_brama	common_bream			omnivore	Austria		feces	filter_feeder	carnivore	wild	Abramis-brama_SAMEA6809635.ebi_filtered_r1r2interleaved_sampleCombined
common_brushtail.1	13881.SAMEA6809483	13881	Trichosurus-vulpecula_SAMEA6809483.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7238346	7143742	6.853925761	7	Chordata	Mammalia	Phalangeridae	Trichosurus	Metazoa	Diprotodontia	Trichosurus_vulpecula	Trichosurus_vulpecula	Trichosurus_vulpecula	common_brushtail			omnivore	Australia		feces	folivore	herbivore	wild	Trichosurus-vulpecula_SAMEA6809483.ebi_filtered_r1r2interleaved_sampleCombined
common_brushtail.2	13881.SAMEA6809484	13881	Trichosurus-vulpecula_SAMEA6809484.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7717732	7702584	6.8866364429999996	7	Chordata	Mammalia	Phalangeridae	Trichosurus	Metazoa	Diprotodontia	Trichosurus_vulpecula	Trichosurus_vulpecula	Trichosurus_vulpecula	common_brushtail			omnivore	Australia		feces	folivore	herbivore	wild	Trichosurus-vulpecula_SAMEA6809484.ebi_filtered_r1r2interleaved_sampleCombined
common_carp.1	13881.SAMEA6809376	13881	Cyprinus-carpio_SAMEA6809376.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5075242	2401596	6.380499952	6	Chordata	Actinopterygii	Cyprinidae	Cyprinus	Metazoa	Cypriniformes	Cyprinus_carpio	Cyprinus_carpio	Cyprinus_carpio	common_carp			omnivore	Austria		feces	omnivore	omnivore	wild	Cyprinus-carpio_SAMEA6809376.ebi_filtered_r1r2interleaved_sampleCombined
common_carp.2	13881.SAMEA6809409	13881	Cyprinus-carpio_SAMEA6809409.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5019560	798214	5.902119341000001	6	Chordata	Actinopterygii	Cyprinidae	Cyprinus	Metazoa	Cypriniformes	Cyprinus_carpio	Cyprinus_carpio	Cyprinus_carpio	common_carp			omnivore	Austria		gut	omnivore	omnivore	wild	Cyprinus-carpio_SAMEA6809409.ebi_filtered_r1r2interleaved_sampleCombined
common_frog.1	13881.SAMEA6809418	13881	Rana-temporaria_SAMEA6809418.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11394398	2214802	6.345334907000001	6	Chordata	Amphibia	Ranidae	Rana	Metazoa	Anura	Rana_temporaria	Rana_temporaria	Rana_temporaria	common_frog			carnivore	Austria		feces	carnivore	carnivore	wild	Rana-temporaria_SAMEA6809418.ebi_filtered_r1r2interleaved_sampleCombined
common_frog.2	13881.SAMEA6809419	13881	Rana-temporaria_SAMEA6809419.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10575640	1880786	6.274339382999999	6	Chordata	Amphibia	Ranidae	Rana	Metazoa	Anura	Rana_temporaria	Rana_temporaria	Rana_temporaria	common_frog			carnivore	Austria		feces	carnivore	carnivore	wild	Rana-temporaria_SAMEA6809419.ebi_filtered_r1r2interleaved_sampleCombined
common_house_gecko.1	13881.SAMEA6809416	13881	Hemidactylus-frenatus_SAMEA6809416.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1788916	1788880	6.252581209	6	Chordata	Reptilia	Gekkonidae	Hemidactylus	Metazoa	Squamata	Hemidactylus_frenatus	Gekko_japonicus	Hemidactylus_frenatus	common_house_gecko			carnivore	VietNam		feces	insectivore	carnivore	wild	Hemidactylus-frenatus_SAMEA6809416.ebi_filtered_r1r2interleaved_sampleCombined
common_house_gecko.2	13881.SAMEA6809417	13881	Hemidactylus-frenatus_SAMEA6809417.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10972462	10972018	7.040286511000001	7	Chordata	Reptilia	Gekkonidae	Hemidactylus	Metazoa	Squamata	Hemidactylus_frenatus	Gekko_japonicus	Hemidactylus_frenatus	common_house_gecko			carnivore	VietNam		feces	insectivore	carnivore	wild	Hemidactylus-frenatus_SAMEA6809417.ebi_filtered_r1r2interleaved_sampleCombined
common_kestrel.1	13881.SAMEA6809367	13881	Falco-tinnunculus_SAMEA6809367.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11377720	2518878	6.401207133	6	Chordata	Aves	Falconidae	Falco	Metazoa	Falconiformes	Falco_tinnunculus	Falco_tinnunculus	Falco_tinnunculus	common_kestrel			carnivore	Hungary		gut	carnivore	carnivore	wild	Falco-tinnunculus_SAMEA6809367.ebi_filtered_r1r2interleaved_sampleCombined
common_kestrel.2	13881.SAMEA6809368	13881	Falco-tinnunculus_SAMEA6809368.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9599706	2540606	6.404937319	6	Chordata	Aves	Falconidae	Falco	Metazoa	Falconiformes	Falco_tinnunculus	Falco_tinnunculus	Falco_tinnunculus	common_kestrel			carnivore	Hungary		gut	carnivore	carnivore	wild	Falco-tinnunculus_SAMEA6809368.ebi_filtered_r1r2interleaved_sampleCombined
common_magpie.1	13881.SAMEA6809465	13881	Pica-pica_SAMEA6809465.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4112984	3600596	6.556374395	7	Chordata	Aves	Corvidae	Pica	Metazoa	Passeriformes	Pica_pica	Corvus_brachyrhynchos	Pica_pica	Common_magpie			omnivore	Hungary		feces	omnivore	omnivore	wild	Pica-pica_SAMEA6809465.ebi_filtered_r1r2interleaved_sampleCombined
common_nase.1	13881.SAMEA6809463	13881	Pipistrellus-pipistrellus_SAMEA6809463.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7898608	4491290	6.652371098	7	Chordata	Mammalia	Vespertilionidae	Pipistrellus	Metazoa	Chiroptera	Pipistrellus_pipistrellus	Pipistrellus_pipistrellus	Pipistrellus_pipistrellus	common_pipistrelle			carnivore	Hungary		gut	insectivore	carnivore	wild	Pipistrellus-pipistrellus_SAMEA6809463.ebi_filtered_r1r2interleaved_sampleCombined
common_pipistrelle.1	13881.SAMEA6809359	13881	Anas-crecca_SAMEA6809359.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	839932	781690	5.893034556	6	Chordata	Aves	Anatidae	Anas	Metazoa	Anseriformes	Anas_crecca	Anas_platyrhynchos	Anas_crecca	Common_teal			omnivore	Austria		feces	granivore	herbivore	wild	Anas-crecca_SAMEA6809359.ebi_filtered_r1r2interleaved_sampleCombined
common_quail.1	13881.SAMEA6809636	13881	Bufo-bufo_SAMEA6809636.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2174914	1992232	6.299339912000001	6	Chordata	Amphibia	Bufonidae	Bufo	Metazoa	Anura	Bufo_bufo	Bufo_bufo	Bufo_bufo	common_toad			carnivore	Austria		feces	insectivore	carnivore	wild	Bufo-bufo_SAMEA6809636.ebi_filtered_r1r2interleaved_sampleCombined
common_rudd.1	13881.SAMEA6809637	13881	Bufo-bufo_SAMEA6809637.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1591592	1590848	6.201628686	6	Chordata	Amphibia	Bufonidae	Bufo	Metazoa	Anura	Bufo_bufo	Bufo_bufo	Bufo_bufo	common_toad			carnivore	Austria		feces	insectivore	carnivore	wild	Bufo-bufo_SAMEA6809637.ebi_filtered_r1r2interleaved_sampleCombined
common_vampire_bat.5	13881.SAMEA6809410	13881	Chondrostoma-nasus_SAMEA6809410.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6876938	6610756	6.820251128	7	Chordata	Actinopterygii	Leuciscidae	Chondrostoma	Metazoa	Cypriniformes	Chondrostoma_nasus	Squalius_pyrenaicus	Chondrostoma_nasus	Common_Nase			omnivore	Austria		gut	omnivore	omnivore	wild	Chondrostoma-nasus_SAMEA6809410.ebi_filtered_r1r2interleaved_sampleCombined
common_vampire_bat.6	13881.SAMEA6809457	13881	Chondrostoma-nasus_SAMEA6809457.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3778644	3757120	6.5748550660000005	7	Chordata	Actinopterygii	Leuciscidae	Chondrostoma	Metazoa	Cypriniformes	Chondrostoma_nasus	Squalius_pyrenaicus	Chondrostoma_nasus	Common_Nase			omnivore	Austria		feces	omnivore	omnivore	wild	Chondrostoma-nasus_SAMEA6809457.ebi_filtered_r1r2interleaved_sampleCombined
common_vampire_bat.7	13881.SAMEA6809603	13881	Scardinius-erythrophthalmus_SAMEA6809603.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4693292	2458834	6.39072921	6	Chordata	Actinopterygii	Leuciscidae	Scardinius	Metazoa	Cypriniformes	Scardinius_erythrophthalmus	Leuciscus_waleckii	Scardinius_erythrophthalmus	Common_Rudd			omnivore	Austria		feces	omnivore	omnivore	wild	Scardinius-erythrophthalmus_SAMEA6809603.ebi_filtered_r1r2interleaved_sampleCombined
common_vampire_bat.8	13881.SAMEA6809620	13881	Scardinius-erythrophthalmus_SAMEA6809620.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3611730	1821830	6.260507849	6	Chordata	Actinopterygii	Leuciscidae	Scardinius	Metazoa	Cypriniformes	Scardinius_erythrophthalmus	Leuciscus_waleckii	Scardinius_erythrophthalmus	Common_Rudd			omnivore	Austria		feces	omnivore	omnivore	wild	Scardinius-erythrophthalmus_SAMEA6809620.ebi_filtered_r1r2interleaved_sampleCombined
dalmatian_tortoise.1	13881.SAMEA6809451	13881	Testudo-hermanni_SAMEA6809451.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6553166	6546678	6.816020981	7	Chordata	Reptilia	Testudinidae	Testudo	Metazoa	Testudines	Testudo_hermanni_boettgeri	Gopherus_evgoodei	Testudo_hermanni	Dalmatian_Tortoise			omnivore	Croatia		feces	herbivore	herbivore	wild	Testudo-hermanni_SAMEA6809451.ebi_filtered_r1r2interleaved_sampleCombined
delacour's_langur.1	13881.SAMEA6809447	13881	Trachypithecus-delacouri_SAMEA6809447.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3919676	3919514	6.59323222	7	Chordata	Mammalia	Cercopithecidae	Trachypithecus	Metazoa	Primates	Trachypithecus_delacouri	Trachypithecus_francoisi	Trachypithecus_delacouri	Delacour's_langur			herbivore	VietNam		feces	folivore	herbivore	wild	Trachypithecus-delacouri_SAMEA6809447.ebi_filtered_r1r2interleaved_sampleCombined
desmarest's_spiny_pocket_mouse.1	13881.SAMEA6809535	13881	Heteromys-desmarestianus_SAMEA6809535.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	16692706	16691832	7.222504005	7	Chordata	Mammalia	Heteromyidae	Heteromys	Metazoa	Rodentia	Heteromys_desmarestianus	Perognathus_longimembris	Heteromys_desmarestianus	Desmarest's_spiny_pocket_mouse			omnivore	CostaRica		gut	granivore	herbivore	wild	Heteromys-desmarestianus_SAMEA6809535.ebi_filtered_r1r2interleaved_sampleCombined
dog.1	13881.SAMEA6809622	13881	Canis-lupus_SAMEA6809622.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3675596	3674814	6.565235362	7	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis_lupus_familiaris	Canis_lupus_familiaris	Canis_lupus	dog			carnivore	Austria		feces	carnivore	carnivore	captive	Canis-lupus_SAMEA6809622.ebi_filtered_r1r2interleaved_sampleCombined
dog.2	13881.SAMEA6809644	13881	Canis-lupus_SAMEA6809644.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2151410	2129636	6.32830538	6	Chordata	Mammalia	Canidae	Canis	Metazoa	Carnivora	Canis_lupus_familiaris	Canis_lupus_familiaris	Canis_lupus	dog			carnivore	Austria		feces	carnivore	carnivore	captive	Canis-lupus_SAMEA6809644.ebi_filtered_r1r2interleaved_sampleCombined
domestic_cat.1	13881.SAMEA6809421	13881	Felis-catus_SAMEA6809421.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2329112	2328798	6.367131819	6	Chordata	Mammalia	Felidae	Felis	Metazoa	Carnivora	Felis_catus	Felis_catus	Felis_catus	domestic_cat			carnivore	Austria		feces	carnivore	carnivore	captive	Felis-catus_SAMEA6809421.ebi_filtered_r1r2interleaved_sampleCombined
domestic_cat.2	13881.SAMEA6809422	13881	Felis-catus_SAMEA6809422.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2357386	2356866	6.372334891	6	Chordata	Mammalia	Felidae	Felis	Metazoa	Carnivora	Felis_catus	Felis_catus	Felis_catus	domestic_cat			carnivore	Austria		feces	carnivore	carnivore	captive	Felis-catus_SAMEA6809422.ebi_filtered_r1r2interleaved_sampleCombined
domestic_goose.1	13881.SAMEA6809401	13881	Anser-anser_SAMEA6809401.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2370158	2368516	6.374476323	6	Chordata	Aves	Anatidae	Anser	Metazoa	Anseriformes	Anser_anser	Anser_cygnoides	Anser_anser	Domestic_goose			herbivore	Austria		feces	granivore	herbivore	wild	Anser-anser_SAMEA6809401.ebi_filtered_r1r2interleaved_sampleCombined
domestic_goose.2	13881.SAMEA6809431	13881	Anser-anser_SAMEA6809431.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7408472	7384780	6.868337562000001	7	Chordata	Aves	Anatidae	Anser	Metazoa	Anseriformes	Anser_anser	Anser_cygnoides	Anser_anser	Domestic_goose			herbivore	Austria		feces	granivore	herbivore	wild	Anser-anser_SAMEA6809431.ebi_filtered_r1r2interleaved_sampleCombined
domestic_goose.3	13881.SAMEA6809432	13881	Anser-anser_SAMEA6809432.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3195818	3195370	6.504521153	7	Chordata	Aves	Anatidae	Anser	Metazoa	Anseriformes	Anser_anser	Anser_cygnoides	Anser_anser	Domestic_goose			herbivore	Austria		feces	granivore	herbivore	wild	Anser-anser_SAMEA6809432.ebi_filtered_r1r2interleaved_sampleCombined
domestic_goose.4	13881.SAMEA6809433	13881	Anser-anser_SAMEA6809433.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6500534	6242794	6.795379004	7	Chordata	Aves	Anatidae	Anser	Metazoa	Anseriformes	Anser_anser	Anser_cygnoides	Anser_anser	Domestic_goose			herbivore	Austria		feces	granivore	herbivore	wild	Anser-anser_SAMEA6809433.ebi_filtered_r1r2interleaved_sampleCombined
domestic_goose.5	13881.SAMEA6809434	13881	Anser-anser_SAMEA6809434.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	15386444	15375304	7.186823711000001	7	Chordata	Aves	Anatidae	Anser	Metazoa	Anseriformes	Anser_anser	Anser_cygnoides	Anser_anser	Domestic_goose			herbivore	Austria		feces	granivore	herbivore	wild	Anser-anser_SAMEA6809434.ebi_filtered_r1r2interleaved_sampleCombined
domestic_goose.6	13881.SAMEA6809502	13881	Anser-anser_SAMEA6809502.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5648010	5641276	6.751377347999999	7	Chordata	Aves	Anatidae	Anser	Metazoa	Anseriformes	Anser_anser	Anser_cygnoides	Anser_anser	Domestic_goose			herbivore	Germany		feces	granivore	herbivore	wild	Anser-anser_SAMEA6809502.ebi_filtered_r1r2interleaved_sampleCombined
domestic_pig.1	13881.SAMEA6809552	13881	Sus-scrofa_SAMEA6809552.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	8145248	5451830	6.736542305	7	Chordata	Mammalia	Suidae	Sus	Metazoa	Artiodactyla	Sus_scrofa_domesticus	Sus_scrofa_domesticus	Sus_scrofa	domestic_pig			omnivore	Austria		feces	omnivore	omnivore	captive	Sus-scrofa_SAMEA6809552.ebi_filtered_r1r2interleaved_sampleCombined
domestic_pig.2	13881.SAMEA6809629	13881	Sus-scrofa_SAMEA6809629.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4254870	4252228	6.628616543	7	Chordata	Mammalia	Suidae	Sus	Metazoa	Artiodactyla	Sus_scrofa_domesticus	Sus_scrofa_domesticus	Sus_scrofa	domestic_pig			omnivore	Austria		feces	omnivore	omnivore	captive	Sus-scrofa_SAMEA6809629.ebi_filtered_r1r2interleaved_sampleCombined
dunnock.1	13881.SAMEA6809627	13881	Prunella-modularis_SAMEA6809627.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7895834	7608288	6.881286944	7	Chordata	Aves	Passeridae	Prunella	Metazoa	Passeriformes	Prunella_modularis	Prunella_fulvescens	Prunella_modularis	Dunnock			omnivore	Austria		feces	omnivore	omnivore	wild	Prunella-modularis_SAMEA6809627.ebi_filtered_r1r2interleaved_sampleCombined
dusky_rice_rat.1	13881.SAMEA6809539	13881	Melanomys-caliginosus_SAMEA6809539.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2425382	2384836	6.377458519	6	Chordata	Mammalia	Cricetidae	Melanomys	Metazoa	Rodentia	Melanomys_caliginosus	Sigmodon_hispidus	Melanomys_caliginosus	dusky_rice_rat			omnivore	CostaRica		gut	omnivore	omnivore	wild	Melanomys-caliginosus_SAMEA6809539.ebi_filtered_r1r2interleaved_sampleCombined
eastern_gray_kangaroo.1	13881.SAMEA6809485	13881	Macropus-giganteus_SAMEA6809485.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	8109494	8106464	6.908831458	7	Chordata	Mammalia	Macropodidae	Macropus	Metazoa	Diprotodontia	Macropus_giganteus	Notamacropus_eugenii	Macropus_giganteus	eastern_gray_kangaroo			herbivore	Australia		feces	herbivore	herbivore	wild	Macropus-giganteus_SAMEA6809485.ebi_filtered_r1r2interleaved_sampleCombined
eastern_wapiti.1	13881.SAMEA6809495	13881	Cervus-canadensis_SAMEA6809495.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9592774	9587942	6.981725397999999	7	Chordata	Mammalia	Cervidae	Cervus	Metazoa	Artiodactyla	Cervus_canadensis_canadensis	Cervus_elaphus_hippelaphus		Eastern_wapiti			herbivore	Austria		feces	herbivore	herbivore	captive	Cervus-canadensis_SAMEA6809495.ebi_filtered_r1r2interleaved_sampleCombined
emu.3	13881.SAMEA6809545	13881	Dromaius-novaehollandiae_SAMEA6809545.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4393232	4392968	6.64275804	7	Chordata	Aves	Dromaiidae	Dromaius	Metazoa	Casuariiformes	Dromaius_novaehollandiae	Dromaius_novaehollandiae	Dromaius_novaehollandiae	emu			omnivore	Austria		feces	carnivore	carnivore	captive	Dromaius-novaehollandiae_SAMEA6809545.ebi_filtered_r1r2interleaved_sampleCombined
emu.4	13881.SAMEA6809587	13881	Dromaius-novaehollandiae_SAMEA6809587.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10119132	6222602	6.793972023999999	7	Chordata	Aves	Dromaiidae	Dromaius	Metazoa	Casuariiformes	Dromaius_novaehollandiae	Dromaius_novaehollandiae	Dromaius_novaehollandiae	emu			omnivore	Austria		feces	carnivore	carnivore	captive	Dromaius-novaehollandiae_SAMEA6809587.ebi_filtered_r1r2interleaved_sampleCombined
eurasian_badger.1	13881.SAMEA6809596	13881	Meles-meles_SAMEA6809596.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5815534	5815098	6.7645570379999995	7	Chordata	Mammalia	Mustelidae	Meles	Metazoa	Carnivora	Meles_meles	Lutra_lutra	Meles_meles	Eurasian_badger			omnivore	Austria		feces	carnivore_omnivore	omnivore	wild	Meles-meles_SAMEA6809596.ebi_filtered_r1r2interleaved_sampleCombined
eurasian_beaver.1	13881.SAMEA6809427	13881	Castor-fiber_SAMEA6809427.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3433076	3396860	6.531077647999999	7	Chordata	Mammalia	Castoridae	Castor	Metazoa	Rodentia	Castor_fiber	Castor_canadensis	Castor_fiber	Eurasian_beaver			herbivore	Austria		feces	herbivore	herbivore	wild	Castor-fiber_SAMEA6809427.ebi_filtered_r1r2interleaved_sampleCombined
eurasian_beaver.2	13881.SAMEA6809615	13881	Castor-fiber_SAMEA6809615.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1567842	595032	5.774540322000001	6	Chordata	Mammalia	Castoridae	Castor	Metazoa	Rodentia	Castor_fiber	Castor_canadensis	Castor_fiber	Eurasian_beaver			herbivore	Austria		feces	herbivore	herbivore	wild	Castor-fiber_SAMEA6809615.ebi_filtered_r1r2interleaved_sampleCombined
eurasian_chiffchaff.1	13881.SAMEA6809621	13881	Phylloscopus-collybita_SAMEA6809621.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	52836048	52776036	7.7224367670000005	8	Chordata	Aves	Phylloscopidae	Phylloscopus	Metazoa	Passeriformes	Phylloscopus_collybita	Phylloscopus_trochilus	Phylloscopus_collybita	eurasian_chiffchaff			omnivore	Austria		feces	insectivore	carnivore	wild	Phylloscopus-collybita_SAMEA6809621.ebi_filtered_r1r2interleaved_sampleCombined
eurasian_lynx.1	13881.SAMEA6809459	13881	Lynx-lynx_SAMEA6809459.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6969936	3083778	6.489083106	6	Chordata	Mammalia	Felidae	Lynx	Metazoa	Carnivora	Lynx_lynx	Lynx_canadensis	Lynx_lynx	Eurasian_lynx			carnivore	Austria		feces	carnivore	carnivore	wild	Lynx-lynx_SAMEA6809459.ebi_filtered_r1r2interleaved_sampleCombined
eurasian_lynx.2	13881.SAMEA6809555	13881	Lynx-lynx_SAMEA6809555.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	993858	949090	5.977307398	6	Chordata	Mammalia	Felidae	Lynx	Metazoa	Carnivora	Lynx_lynx	Lynx_canadensis	Lynx_lynx	Eurasian_lynx			carnivore	Austria		feces	carnivore	carnivore	captive	Lynx-lynx_SAMEA6809555.ebi_filtered_r1r2interleaved_sampleCombined
eurasian_nightjar.1	13881.SAMEA6809598	13881	Caprimulgus-europaeus_SAMEA6809598.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2726928	2725286	6.435412085	6	Chordata	Aves	Caprimulgidae	Caprimulgus	Metazoa	Caprimulgiformes	Caprimulgus_europaeus	Caprimulgus_europaeus	Caprimulgus_europaeus	Eurasian_nightjar			carnivore	Austria		feces	insectivore	carnivore	wild	Caprimulgus-europaeus_SAMEA6809598.ebi_filtered_r1r2interleaved_sampleCombined
eurasian_red_squirrel.1	13881.SAMEA6809632	13881	Sciurus-vulgaris_SAMEA6809632.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	19196840	941482	5.9738120210000005	6	Chordata	Mammalia	Sciuridae	Sciurus	Metazoa	Rodentia	Sciurus_vulgaris	Sciurus_vulgaris	Sciurus_vulgaris	Eurasian_red_squirrel			omnivore	Austria		gut	herbivore	herbivore	wild	Sciurus-vulgaris_SAMEA6809632.ebi_filtered_r1r2interleaved_sampleCombined
